Species,Order,Family,Genus,Main biogeographic region,Microhabitat,Habitat type,Minimal elevation (m),Maximum elevation (m),Diet ,Active time,Foraging mode,Maximum Longevity (years),Maximum body mass (g),"Maximum female length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum male length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum juvenile length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)",Hatchling/neonate mass (g),Reproductive mode,Mean number of offspring per litter or number of eggs per clutch,Smallest clutch size,Largest clutch size,Number of litters or clutches produced per year,Egg length (mm),Egg width (mm),Mean Tb,Minimum Tb,Maximum Tb
Sphenomorphus sabanus,Squamata,Scincidae,Sphenomorphus,Oriental,Arboreal/Terrestrial,Forest,30,650,Carnivorous,Diurnal,NA,NA,4.2,51.3,NA,NA,NA,oviparous,1.9,2,3,NA,NA,NA,25.8,NA,NA
Sphenomorphus sanana,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,NA,Forest,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus sanctus,Squamata,Scincidae,Sphenomorphus,Oriental,Arboreal/Terrestrial,Forest,NA,NA,NA,Diurnal,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus sarasinorum,Squamata,Scincidae,Sphenomorphus,Oriental,NA,Forest,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus schlegeli,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest,NA,NA,NA,Diurnal,NA,NA,0.6,NA,NA,NA,NA,NA,6.0,6,6,NA,NA,NA,NA,NA,NA
Sphenomorphus schultzei,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Fossorial/Terrestrial,Forest,1050,1570,NA,NA,NA,NA,1.9,38,NA,NA,NA,oviparous,1.0,1,1,NA,NA,NA,NA,NA,NA
Sphenomorphus scotophilus,Squamata,Scincidae,Sphenomorphus,Oriental,Arboreal/Saxicolous/Terrestrial,Forest,NA,NA,Carnivorous,Diurnal,NA,NA,6.8,48.4,NA,NA,NA,oviparous,1.8,1,2,NA,NA,NA,NA,NA,NA
Sphenomorphus scutatus,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Terrestrial,Forest,62,1567,NA,Diurnal,NA,NA,1.5,39,NA,NA,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Sphenomorphus senja,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus sheai,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest,NA,NA,NA,NA,NA,NA,0.7,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus shelfordi,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest,NA,NA,NA,Diurnal,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus simus,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Arboreal/Terrestrial,Forest,0,1100,NA,Diurnal,NA,NA,3.7,NA,NA,25,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Sphenomorphus solomonis,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Fossorial/Terrestrial,Forest/Shrubland,0,1650,Carnivorous,Nocturnal,NA,NA,10.0,57.6,NA,22,NA,oviparous,2.8,1,6,NA,NA,NA,NA,NA,NA
Sphenomorphus stellatus,Squamata,Scincidae,Sphenomorphus,Oriental,Arboreal/Terrestrial,Forest,NA,NA,Carnivorous,Diurnal,NA,NA,10.5,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus striolatus,Squamata,Scincidae,Sphenomorphus,Oriental,NA,Forest,NA,NA,NA,NA,NA,NA,3.1,55,NA,NA,NA,oviparous,1.0,1,1,NA,NA,NA,NA,NA,NA
Sphenomorphus sungaicolus,Squamata,Scincidae,Sphenomorphus,Oriental,Semi-Aquatic,Forest/Wetlands,NA,NA,NA,Nocturnal,NA,NA,3.1,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus taiwanensis,Squamata,Scincidae,Sphenomorphus,Oriental,Saxicolous,Grassland,2200,3200,NA,Diurnal,ACT,NA,6.5,53.1,NA,24.8,NA,oviparous,5.2,4,8,NA,NA,NA,NA,NA,NA
Sphenomorphus tanahtinggi,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest,NA,NA,NA,Diurnal,NA,NA,5.1,63.8,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus tanneri,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Cryptic/Fossorial,Forest,0,1000,NA,NA,ACT,NA,2.6,45.1,NA,23,NA,oviparous,2.0,1,3,NA,NA,NA,NA,NA,NA
Sphenomorphus taylori,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Terrestrial,Forest,NA,NA,NA,NA,NA,NA,98.2,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus tenuiculus,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest,NA,NA,NA,Diurnal,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus tersus,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest,NA,NA,NA,Diurnal,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus tetradactylus,Squamata,Scincidae,Sphenomorphus,Oriental,Fossorial/Saxicolous/Terrestrial,Forest/Rocky,NA,NA,NA,Nocturnal,NA,NA,0.4,35,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus tonkinensis,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest/Grassland,100,700,NA,NA,NA,NA,2.7,43.6,NA,NA,NA,oviparous,3.5,2,5,NA,NA,NA,NA,NA,NA
Sphenomorphus transversus,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Cryptic,Forest,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus tridigitus,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,Forest,NA,NA,NA,Nocturnal,NA,NA,0.5,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus tritaeniatus,Squamata,Scincidae,Sphenomorphus,Oriental,NA,Forest,NA,NA,NA,Diurnal,NA,NA,1.9,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus tropidonotus,Squamata,Scincidae,Sphenomorphus,Oriental,NA,Forest,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus undulatus,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Terrestrial,Forest,0,500,NA,Diurnal,NA,NA,6.2,57,NA,NA,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Sphenomorphus vanheurni,Squamata,Scincidae,Sphenomorphus,Oriental,Fossorial/Terrestrial,Forest,50,1900,NA,Diurnal,NA,NA,5.1,64,NA,NA,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Sphenomorphus variegatus,Squamata,Scincidae,Sphenomorphus,Oriental,Arboreal/Terrestrial,Forest,250,1320,NA,NA,NA,NA,6.8,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus wau,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Arboreal/Terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus wollastoni,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus woodfordi,Squamata,Scincidae,Sphenomorphus,Australo-Pacific,Cryptic,Forest,NA,NA,Carnivorous,Diurnal,NA,NA,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus yersini,Squamata,Scincidae,Sphenomorphus,Oriental,Terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenomorphus zimmeri,Squamata,Scincidae,Sphenomorphus,Oriental,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spilotes pullatus,Squamata,Colubridae,Spilotes,Neotropic,Arboreal/Terrestrial,Forest/Savanna,0,2000,Carnivorous,Diurnal,NA,17.5,3030.1,NA,NA,NA,NA,oviparous,16.0,NA,NA,NA,NA,NA,NA,NA,NA
Spilotes sulphureus,Squamata,Colubridae,Spilotes,Neotropic,Arboreal/Terrestrial,Forest,0,600,Carnivorous,Diurnal,NA,NA,1532.0,NA,NA,NA,NA,oviparous,10.5,NA,NA,NA,NA,NA,NA,NA,NA
Spondylurus anegadae,Squamata,Scincidae,Spondylurus,Neotropic,Saxicolous,Forest,NA,NA,Carnivorous,Diurnal,NA,NA,6.9,62.5,NA,29,NA,viviparous,1.7,1,2,NA,No,No,NA,NA,NA
Spondylurus caicosae,Squamata,Scincidae,Spondylurus,Neotropic,Arboreal/Saxicolous,Forest/Shrubland,NA,NA,NA,Diurnal,NA,NA,9.5,69.7,NA,NA,NA,viviparous,2.2,1,3,NA,No,No,NA,NA,NA
Spondylurus culebrae,Squamata,Scincidae,Spondylurus,Neotropic,NA,Rocky/Shrubland,0,10,NA,NA,NA,NA,20.0,88.1,NA,NA,NA,viviparous,3.6,2,5,NA,No,No,NA,NA,NA
Spondylurus fulgidus,Squamata,Scincidae,Spondylurus,Neotropic,Arboreal/Saxicolous,Forest,169,899,Carnivorous,Diurnal,NA,NA,12.6,71.6,NA,NA,NA,viviparous,4.0,3,5,NA,No,No,NA,NA,NA
Spondylurus haitiae,Squamata,Scincidae,Spondylurus,Neotropic,NA,Forest,NA,NA,NA,NA,NA,NA,12.9,85.2,NA,NA,NA,viviparous,4.0,4,4,NA,No,No,NA,NA,NA
Spondylurus lineolatus,Squamata,Scincidae,Spondylurus,Neotropic,Terrestrial,Forest,137,728,NA,NA,NA,NA,5.0,NA,NA,NA,NA,viviparous,2.0,2,2,NA,No,No,NA,NA,NA
Spondylurus macleani,Squamata,Scincidae,Spondylurus,Neotropic,Saxicolous,Rocky,14,84,NA,Diurnal,NA,NA,10.7,NA,NA,NA,NA,viviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spondylurus magnacruzae,Squamata,Scincidae,Spondylurus,Neotropic,Terrestrial,Shrubland,NA,NA,NA,Diurnal,NA,NA,26.8,89.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spondylurus martinae,Squamata,Scincidae,Spondylurus,Neotropic,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA
Spondylurus monae,Squamata,Scincidae,Spondylurus,Neotropic,NA,Forest/Shrubland,NA,NA,NA,Diurnal,NA,NA,13.8,78.2,NA,NA,NA,viviparous,3.0,3,3,NA,No,No,NA,NA,NA
Spondylurus monitae,Squamata,Scincidae,Spondylurus,Neotropic,Saxicolous,Shrubland,NA,NA,NA,NA,NA,NA,17.8,91.9,NA,NA,NA,viviparous,2.0,NA,NA,NA,NA,NA,NA,NA,NA
Spondylurus nitidus,Squamata,Scincidae,Spondylurus,Neotropic,Arboreal,Forest/Shrubland,0,240,NA,Diurnal,NA,NA,18.6,90,NA,NA,NA,viviparous,2.0,2,2,NA,No,No,NA,NA,NA
Spondylurus powelli,Squamata,Scincidae,Spondylurus,Neotropic,Arboreal/Saxicolous,Rocky/Shrubland,112,598,NA,Diurnal,NA,NA,7.4,70,NA,35,NA,viviparous,3.0,3,3,NA,No,No,NA,NA,NA
Spondylurus semitaeniatus,Squamata,Scincidae,Spondylurus,Neotropic,Terrestrial,Shrubland,43,234,NA,NA,NA,NA,11.7,77,NA,NA,NA,viviparous,3.0,NA,NA,NA,NA,NA,NA,NA,NA
Spondylurus sloanii,Squamata,Scincidae,Spondylurus,Neotropic,Arboreal/Saxicolous/Terrestrial,Shrubland,112,598,Omnivorous,Diurnal,ACT,NA,20.9,89,NA,NA,NA,viviparous,3.0,2,4,NA,No,No,33.1,NA,NA
Spondylurus spilonotus,Squamata,Scincidae,Spondylurus,Neotropic,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA
Spondylurus turksae,Squamata,Scincidae,Spondylurus,Neotropic,NA,Shrubland,NA,NA,NA,NA,NA,NA,10.2,78.5,NA,NA,NA,viviparous,3.0,2,4,NA,No,No,NA,NA,NA
Staurotypus salvinii,Testudines,Kinosternidae,Staurotypus,Neotropic,Aquatic,Wetlands,NA,NA,Carnivorous,Nocturnal,ACT,26.4,2713.0,NA,NA,NA,10.6,oviparous,5.4,NA,NA,NA,NA,NA,NA,NA,NA
Staurotypus triporcatus,Testudines,Kinosternidae,Staurotypus,Neotropic,Aquatic,Wetlands,NA,150,Carnivorous,NA,ACT,26.4,10147.0,NA,NA,NA,16.2,oviparous,10.0,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus admiraltiensis,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus aplini,Squamata,Colubridae,Stegonotus,Australo-Pacific,Terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus aruensis,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus australis,Squamata,Colubridae,Stegonotus,Australo-Pacific,Terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus ayamaru,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus batjanensis,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,275,1426,NA,NA,NA,NA,328.2,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus borneensis,Squamata,Colubridae,Stegonotus,Oriental,Terrestrial,Forest,0,1800,NA,NA,NA,NA,228.2,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus caligocephalus,Squamata,Colubridae,Stegonotus,Oriental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus cucullatus,Squamata,Colubridae,Stegonotus,Australo-Pacific,Arboreal/Terrestrial,Forest/Wetlands,0,1700,NA,NA,NA,NA,228.2,NA,NA,NA,8.0,oviparous,11.7,NA,NA,NA,35.0,20.0,NA,NA,NA
Stegonotus derooijae,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus diehli,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,0,1500,NA,NA,NA,NA,32.0,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus florensis,Squamata,Colubridae,Stegonotus,Oriental,NA,Forest,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus guentheri,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,NA,NA,NA,NA,NA,NA,167.2,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus heterurus,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest/Shrubland,NA,NA,NA,NA,NA,NA,66.5,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus iridis,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus keyensis,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus lividus,Squamata,Colubridae,Stegonotus,Oriental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus melanolabiatus,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus modestus,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,NA,NA,NA,NA,NA,NA,117.2,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus muelleri,Squamata,Colubridae,Stegonotus,Oriental,Terrestrial,Caves/Forest/Subterranean,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus nancuro,Squamata,Colubridae,Stegonotus,Oriental,Terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus parvus,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,Forest,NA,NA,NA,NA,NA,NA,149.3,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus poechi,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus reticulatus,Squamata,Colubridae,Stegonotus,Australo-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegonotus sutteri,Squamata,Colubridae,Stegonotus,Oriental,NA,Forest,NA,NA,NA,NA,NA,10.4,331.1,NA,NA,NA,1.4,NA,9.0,NA,NA,2.5,NA,NA,NA,NA,NA
Stenocercus aculeatus,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,Forest,720,1320,NA,Diurnal,NA,NA,43.7,76,NA,37,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus albolineatus,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,NA,NA,NA,Carnivorous,Diurnal,NA,NA,28.8,82.8,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus amydrorhytus,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous,NA,2780,3080,NA,Diurnal,NA,NA,12.6,62.3,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus angel,Squamata,Tropiduridae,Stenocercus,Neotropic,NA,Forest/Grassland,2400,3560,NA,Diurnal,NA,NA,24.5,NA,NA,NA,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Stenocercus angulifer,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,Forest/Wetlands,260,1200,NA,NA,NA,NA,32.4,NA,NA,39,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Stenocercus apurimacus,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous/Terrestrial,Forest,1800,2700,NA,NA,NA,NA,22.4,NA,NA,29,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus arndti,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal/Saxicolous,Forest,1990,2320,NA,Diurnal,NA,NA,26.9,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus asenlignus,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal/Saxicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus azureus,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,Grassland,150,250,Carnivorous,Diurnal,NA,NA,21.4,62.9,NA,NA,NA,oviparous,5.5,2,9,NA,NA,NA,NA,NA,NA
Stenocercus boettgeri,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous,Forest/Shrubland,2900,3250,NA,NA,NA,NA,43.7,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus bolivarensis,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal/Terrestrial,Forest/Grassland,880,1800,Carnivorous,Diurnal,NA,NA,26.9,NA,NA,NA,NA,oviparous,2.0,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus cadlei,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous/Terrestrial,Forest/Grassland,1950,4040,NA,Diurnal,NA,NA,22.9,70.1,NA,NA,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Stenocercus caducus,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal/Terrestrial,Forest/Savanna,50,2000,Carnivorous,Diurnal,NA,NA,29.5,77,NA,NA,NA,oviparous,2.8,2,4,NA,NA,NA,NA,NA,NA
Stenocercus canastra,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,NA,1350,1410,NA,NA,NA,NA,17.8,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus carrioni,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,Forest,970,1900,NA,NA,NA,NA,15.8,63.5,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus catherineae,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus chinchaoensis,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal,Forest,1700,1900,NA,Diurnal,NA,NA,24.0,71,NA,NA,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Stenocercus chlorostictus,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal,Forest,1350,1740,NA,NA,NA,NA,16.2,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus chota,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous/Terrestrial,Shrubland,1570,1940,NA,NA,NA,NA,33.1,60,NA,NA,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Stenocercus chrysopygus,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous,Grassland,2260,3700,NA,NA,NA,NA,19.5,64.3,NA,26,NA,oviparous,5.5,5,6,NA,NA,NA,NA,NA,NA
Stenocercus crassicaudatus,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous,Forest,1060,2410,NA,NA,NA,NA,30.9,79.5,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus cupreus,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous/Terrestrial,Grassland/Shrubland,1900,2940,NA,Diurnal,NA,NA,18.2,54.5,NA,NA,NA,oviparous,3.5,2,5,NA,NA,NA,NA,NA,NA
Stenocercus diploauris,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus doellojuradoi,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,Forest/Grassland,100,1000,Carnivorous,NA,NA,NA,19.5,71.5,NA,NA,NA,oviparous,6.5,6,7,NA,NA,NA,NA,NA,NA
Stenocercus dracopennatus,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,NA,NA,NA,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus dumerilii,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,Forest,0,100,Carnivorous,Diurnal,NA,NA,49.0,NA,NA,34,NA,oviparous,4.0,2,6,NA,NA,NA,NA,NA,NA
Stenocercus empetrus,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous,Shrubland,2650,3350,NA,NA,NA,NA,38.9,83.5,NA,32,NA,oviparous,6.0,6,6,NA,NA,NA,NA,NA,NA
Stenocercus erythrogaster,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,Forest/Shrubland,50,1000,NA,Diurnal,NA,NA,27.5,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus eunetopsis,Squamata,Tropiduridae,Stenocercus,Neotropic,Saxicolous/Terrestrial,Forest/Shrubland,2450,2640,NA,Diurnal,NA,NA,21.4,68.5,NA,32,NA,oviparous,2.0,2,2,NA,NA,NA,NA,NA,NA
Stenocercus festae,Squamata,Tropiduridae,Stenocercus,Neotropic,Terrestrial,Forest/Shrubland,1050,3950,NA,NA,NA,NA,38.0,71.5,NA,NA,NA,oviparous,2.0,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus fimbriatus,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal/Terrestrial,Forest,300,1000,NA,NA,NA,NA,27.5,NA,NA,35,NA,oviparous,3.5,1,6,NA,NA,NA,NA,NA,NA
Stenocercus flagracanthus,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal/Saxicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus formosus,Squamata,Tropiduridae,Stenocercus,Neotropic,Arboreal/Saxicolous/Terrestrial,Forest,1000,1600,NA,NA,NA,NA,26.3,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenocercus frittsi,Squamata,Tropiduridae,Stenocercus,Neotropic,NA,Shrubland,2350,3970,NA,NA,NA,NA,19.1,NA,NA,NA,NA,oviparous,2.0,NA,NA,NA,NA,NA,NA,NA,NA
