Binomial,Area,FID_2,TID,Group,Value,area
Cyrtodactylus khammouanensis,9.996281,3036,R04046,lizard,1,9996280.673
Cyrtodactylus khasiensis,90147.63928,3037,R04047,lizard,1,90155719306
Cyrtodactylus khelangensis,9.996281,3038,R04048,lizard,1,9996280.673
Cyrtodactylus kimberleyensis,2.757642,3039,R04049,lizard,1,2757646.418
Cyrtodactylus kingsadai,9.996281,3040,R04050,lizard,1,9996280.672
Cyrtodactylus klugei,813.717435,3041,R04051,lizard,1,813717304.8
Cyrtodactylus kunyai,9.996281,3042,R04052,lizard,1,9996280.673
Cyrtodactylus laevigatus,13197.35421,3043,R04053,lizard,1,13193154803
Cyrtodactylus langkawiensis,9.996281,3044,R04054,lizard,1,9996280.673
Cyrtodactylus lateralis,19.992561,3045,R04055,lizard,1,19992561.35
Cyrtodactylus leegrismeri,4.039414,3046,R04056,lizard,1,4039415.175
Cyrtodactylus lekaguli,15673.26363,3047,R04057,lizard,1,15673262411
Cyrtodactylus lomyenensis,17.005129,3048,R04058,lizard,1,17005129.1
Cyrtodactylus loriae,16680.80043,3049,R04059,lizard,1,16680521331
Cyrtodactylus louisiadensis,6258.193605,3050,R04060,lizard,1,6258193331
Cyrtodactylus macrotuberculatus,1034.096094,3051,R04061,lizard,1,1034096035
Cyrtodactylus majulah,9.996281,3052,R04062,lizard,1,9996280.673
Cyrtodactylus malayanus,19380.47286,3053,R04063,lizard,1,19380565397
Cyrtodactylus malcolmsmithi,25996.92146,3054,R04064,lizard,1,26002847821
Cyrtodactylus mamanwa,828.629861,3055,R04065,lizard,1,828629788.7
Cyrtodactylus mandalayensis,64671.89081,3056,R04066,lizard,1,65094038716
Cyrtodactylus markuscombaii,9.996281,3057,R04067,lizard,1,9996280.673
Cyrtodactylus marmoratus,19093.44532,3058,R04068,lizard,1,19093427797
Cyrtodactylus martini,9.996281,3059,R04069,lizard,1,9996280.673
Cyrtodactylus martinstolli,9.996281,3060,R04070,lizard,1,9996280.66
Cyrtodactylus matsuii,6689.921012,3061,R04071,lizard,1,6689609843
Cyrtodactylus mcdonaldi,26746.65028,3062,R04072,lizard,1,26746718643
Cyrtodactylus medioclivus,1944.94336,3063,R04073,lizard,1,1944957590
Cyrtodactylus metropolis,9.996281,3064,R04074,lizard,1,9996280.673
Cyrtodactylus mimikanus,108771.9737,3065,R04075,lizard,1,1.08785E+11
Cyrtodactylus minor,66.151612,3066,R04076,lizard,1,66151199.34
Cyrtodactylus multiporus,9.996281,3067,R04077,lizard,1,9996280.673
Cyrtodactylus murua,901.249177,3068,R04078,lizard,1,901249276.6
Cyrtodactylus nebulosus,436670.7681,3069,R04079,lizard,1,4.36672E+11
Cyrtodactylus nepalensis,9.996281,3070,R04080,lizard,1,9996280.673
Cyrtodactylus nigriocularis,9.996281,3071,R04081,lizard,1,9996280.674
Cyrtodactylus novaeguineae,14934.12369,3072,R04082,lizard,1,14934479370
Cyrtodactylus nuaulu,17400.25145,3073,R04083,lizard,1,17400252422
Cyrtodactylus oldhami,188713.4812,3074,R04084,lizard,1,1.88709E+11
Cyrtodactylus otai,17.341657,3075,R04085,lizard,1,17341657.3
Cyrtodactylus pageli,1241.175416,3076,R04086,lizard,1,1241211564
Cyrtodactylus pantiensis,14887.86877,3077,R04087,lizard,1,14887293977
Cyrtodactylus papilionoides,4414.461724,3078,R04088,lizard,1,4414430775
Cyrtodactylus papuensis,32949.22241,3079,R04089,lizard,1,32947421686
Cyrtodactylus paradoxus,495.208623,3080,R04090,lizard,1,495197423.2
Cyrtodactylus payacola,29.988842,3081,R04091,lizard,1,29988842.02
Cyrtodactylus peguensis,54390.20155,3082,R04092,lizard,1,54389409156
Cyrtodactylus philippinicus,162217.9316,3083,R04093,lizard,1,1.62218E+11
Cyrtodactylus phongnhakebangensis,9.996281,3084,R04094,lizard,1,9996280.673
Cyrtodactylus phuketensis,9.996281,3085,R04095,lizard,1,9996280.673
Cyrtodactylus phuocbinhensis,9.996281,3086,R04096,lizard,1,9996280.674
Cyrtodactylus phuquocensis,564.610219,3087,R04097,lizard,1,564609006.2
Cyrtodactylus pronarus,3070.546542,3088,R04098,lizard,1,3070549548
Cyrtodactylus pseudoquadrivirgatus,21659.9632,3089,R04099,lizard,1,21659963644
Cyrtodactylus pubisulcus,57423.74442,3090,R04100,lizard,1,57423746016
Cyrtodactylus puhuensis,9.996281,3091,R04101,lizard,1,9996280.673
Cyrtodactylus pulchellus,17957.93624,3092,R04102,lizard,1,17957936102
Cyrtodactylus quadrivirgatus,115340.0774,3093,R04103,lizard,1,1.1534E+11
Cyrtodactylus ramboda,9.996281,3094,R04104,lizard,1,9996280.672
Cyrtodactylus ranongensis,19.992561,3095,R04105,lizard,1,19992561.35
Cyrtodactylus redimiculus,3256.801367,3096,R04106,lizard,1,3256801325
Cyrtodactylus robustus,294.492804,3097,R04107,lizard,1,294492869.8
Cyrtodactylus roesleri,19.992561,3098,R04108,lizard,1,19992561.35
Cyrtodactylus rosichonariefi,10.562791,3099,R04109,lizard,1,10562790.82
Cyrtodactylus rubidus,4885.585983,3100,R04110,lizard,1,4885585333
Cyrtodactylus russelli,1718.441228,3101,R04111,lizard,1,1718441321
Cyrtodactylus sadleiri,137.177119,3102,R04112,lizard,1,137176905.2
Cyrtodactylus saiyok,9.996281,3103,R04113,lizard,1,9996280.673
Cyrtodactylus salomonensis,24554.68813,3104,R04114,lizard,1,24554689666
Cyrtodactylus samroiyot,9.361202,3105,R04115,lizard,1,9361209.737
Cyrtodactylus sanook,8.430913,3106,R04116,lizard,1,8430929.746
Cyrtodactylus semenanjungensis,405979.4209,3107,R04117,lizard,1,4.05976E+11
Cyrtodactylus semiadii,27.126178,3108,R04118,lizard,1,27126178.33
Cyrtodactylus seribuatensis,28.395222,3109,R04119,lizard,1,28395230.78
Cyrtodactylus sermowaiensis,101906.79,3110,R04120,lizard,1,1.01911E+11
Cyrtodactylus serratus,28401.38117,3111,R04121,lizard,1,28401723438
Cyrtodactylus sharkari,9.996281,3112,R04122,lizard,1,9996280.673
Cyrtodactylus slowinskii,2862.085663,3113,R04123,lizard,1,2862064947
Cyrtodactylus soba,723.605184,3114,R04124,lizard,1,723605139.4
Cyrtodactylus spelaeus,9.996281,3115,R04125,lizard,1,9996280.672
Cyrtodactylus spinosus,13.158208,3116,R04126,lizard,1,13158208.07
Cyrtodactylus stresemanni,9.996281,3117,R04127,lizard,1,9996280.673
Cyrtodactylus subsolanus,9.996281,3118,R04128,lizard,1,9996280.673
Cyrtodactylus sumonthai,1366.332555,3119,R04129,lizard,1,1366334740
Cyrtodactylus sumuroi,12571.07627,3120,R04130,lizard,1,12571077266
Cyrtodactylus surin,6.50705,3121,R04131,lizard,1,6507067.441
Cyrtodactylus sworderi,116326.5612,3122,R04132,lizard,1,1.16327E+11
Cyrtodactylus takouensis,9.996281,3123,R04133,lizard,1,9996280.673
Cyrtodactylus tamaiensis,9.996281,3124,R04134,lizard,1,9996280.675
Cyrtodactylus tautbatorum,3825.030331,3125,R04135,lizard,1,3824367755
Cyrtodactylus taynguyenensis,9.996281,3126,R04136,lizard,1,9996280.672
Cyrtodactylus tebuensis,14.563427,3127,R04137,lizard,1,14563426.91
Cyrtodactylus teyniei,9.996281,3128,R04138,lizard,1,9996280.673
Cyrtodactylus thirakhupti,1135.316197,3129,R04139,lizard,1,1135305683
Cyrtodactylus thochuensis,9.432848,3130,R04140,lizard,1,9432845.572
Cyrtodactylus thuongae,9.996281,3131,R04141,lizard,1,9996280.666
Cyrtodactylus tibetanus,18922.04523,3132,R04142,lizard,1,18918849891
Cyrtodactylus tigroides,1341.130213,3133,R04143,lizard,1,1341122475
Cyrtodactylus timur,15.019171,3134,R04144,lizard,1,15019171.41
Cyrtodactylus tiomanensis,9.996281,3135,R04145,lizard,1,9996280.675
Cyrtodactylus triedrus,24361.30148,3136,R04146,lizard,1,24361325423
Cyrtodactylus trilatofasciatus,9.996281,3137,R04147,lizard,1,9996280.673
Cyrtodactylus tripartitus,212.640129,3138,R04148,lizard,1,212640161.5
Cyrtodactylus tuberculatus,58806.37016,3139,R04149,lizard,1,58808835486
Cyrtodactylus variegatus,44045.07635,3140,R04150,lizard,1,44043839143
Cyrtodactylus vilaphongi,9.996281,3141,R04151,lizard,1,9996280.673
Cyrtodactylus wakeorum,8251.985008,3142,R04152,lizard,1,8252477091
Cyrtodactylus wallacei,29.988842,3143,R04153,lizard,1,29988842.02
Cyrtodactylus wangkulangkulae,9.996281,3144,R04154,lizard,1,9996280.672
Cyrtodactylus wayakonei,19.992561,3145,R04155,lizard,1,19992561.35
Cyrtodactylus wetariensis,2642.825858,3146,R04156,lizard,1,2642826031
Cyrtodactylus yakhuna,21228.69907,3147,R04157,lizard,1,21228655192
Cyrtodactylus yangbayensis,19.992561,3148,R04158,lizard,1,19992561.35
Cyrtodactylus yoshii,15008.66141,3149,R04159,lizard,1,15008661226
Cyrtodactylus zhaoermii,9.996281,3150,R04160,lizard,1,9996280.673
Cyrtodactylus ziegleri,9.996281,3151,R04161,lizard,1,9996280.673
Cyrtodactylus zugi,3596.355908,3152,R04162,lizard,1,3596355925
Cyrtopodion agamuroides,530489.253,3153,R04163,lizard,1,5.30504E+11
Cyrtopodion aravallensis,100970.7364,3154,R04164,lizard,1,1.00966E+11
Cyrtopodion baigii,19.992561,3155,R04165,lizard,1,19992561.35
Cyrtopodion battalense,2529.306641,3156,R04166,lizard,1,2529307095
Cyrtopodion belaense,19.992561,3157,R04167,lizard,1,19992561.35
Cyrtopodion brevipes,11013.4778,3158,R04168,lizard,1,11013912130
Cyrtopodion dattanense,7681.877199,3159,R04169,lizard,1,7681858110
Cyrtopodion fortmunroi,13579.6615,3160,R04170,lizard,1,13580556096
Cyrtopodion gastrophole,43278.31471,3161,R04171,lizard,1,43278270496
Cyrtopodion golubevi,13.763491,3162,R04172,lizard,1,13763490.56
Cyrtopodion himalayanum,24412.98562,3163,R04173,lizard,1,24414224308
Cyrtopodion hormozganum,9.996281,3164,R04174,lizard,1,9996280.673
Cyrtopodion indusoani,10333.46281,3165,R04175,lizard,1,10333469811
Cyrtopodion kachhense,89015.26452,3166,R04176,lizard,1,89017628222
Cyrtopodion kiabii,7517.248347,3167,R04177,lizard,1,7577132768
Cyrtopodion kirmanense,33681.42459,3168,R04178,lizard,1,33682901345
Cyrtopodion kohsulaimanai,33199.38809,3169,R04179,lizard,1,33194104622
Cyrtopodion lawderanum,112384.8041,3170,R04180,lizard,1,1.12382E+11
Cyrtopodion mansarulus,40967.08591,3171,R04181,lizard,1,40972877319
Cyrtopodion medogense,10745.73002,3172,R04182,lizard,1,10744689809
Cyrtopodion montiumsalsorum,29164.26676,3173,R04183,lizard,1,29176056259
Cyrtopodion persepolense,19.041996,3174,R04184,lizard,1,19041996.05
Cyrtopodion potoharense,73722.70667,3175,R04185,lizard,1,73723058973
Cyrtopodion rhodocauda,16391.89319,3176,R04186,lizard,1,16423344769
Cyrtopodion rohtasfortai,18438.30227,3177,R04187,lizard,1,18440868600
Cyrtopodion sistanense,1028.78236,3179,R04189,lizard,1,1028781493
Cyrtopodion watsoni,45014.23895,3180,R04190,lizard,1,45015043701
Dactylocnemis pacificus,107548.218,3186,R02457,lizard,1,1.0755E+11
Dalmatolacerta oxycephala,44448.64587,3187,R05306,lizard,1,44454201500
Darevskia bithynica,9.996281,3197,R05310,lizard,1,9996280.677
Darevskia brauneri,91549.64611,3198,R05311,lizard,1,91552585889
Darevskia clarkorum,25500.33989,3202,R05315,lizard,1,25496582484
Darevskia lindholmi,25395.24716,3210,R05323,lizard,1,25395451588
Darevskia pontica,318525.3397,3213,R05326,lizard,1,3.18546E+11
Darevskia sapphirina,4777.294355,3219,R05332,lizard,1,4777288357
Darevskia uzzelli,16529.05508,3224,R05337,lizard,1,16529032288
Dasia griffini,3886.133327,3226,R07420,lizard,1,3886133130
Dasia grisea,249430.7705,3227,R07421,lizard,1,2.4943E+11
Dasia haliana,27723.20448,3228,R07422,lizard,1,27723205044
Dasia johnsinghi,9.996281,3229,R07423,lizard,1,9996280.673
Dasia nicobarensis,129.802202,3230,R07424,lizard,1,129802360.2
Dasia olivacea,1938985.169,3231,R07425,lizard,1,1.93899E+12
Dasia semicincta,167203.9878,3232,R07426,lizard,1,1.67194E+11
Dasia subcaerulea,54814.14093,3233,R07427,lizard,1,54820536119
Dasia vittata,434248.0552,3234,R07428,lizard,1,4.34248E+11
Delma australis,2220843.882,3249,R06919,lizard,1,2.22083E+12
Delma borea,2226207.492,3250,R06920,lizard,1,2.22622E+12
Delma butleri,3138588.649,3251,R06921,lizard,1,3.13859E+12
Delma concinna,36438.89671,3252,R06922,lizard,1,36438824720
Delma desmosa,1023325.928,3253,R06923,lizard,1,1.02334E+12
Delma elegans,50695.41747,3254,R06924,lizard,1,50695182247
Delma fraseri,739602.4591,3255,R06925,lizard,1,7.39563E+11
Delma grayii,184308.5825,3256,R06926,lizard,1,1.84308E+11
Delma haroldi,586334.6882,3257,R06927,lizard,1,5.86357E+11
Delma hebesa,6227.780366,3258,R06928,lizard,1,6231278817
Delma impar,248141.9348,3259,R06929,lizard,1,2.48141E+11
Delma inornata,809106.1663,3260,R06930,lizard,1,8.09102E+11
Delma labialis,17812.2658,3261,R06931,lizard,1,17812537449
Delma mitella,8377.078516,3262,R06932,lizard,1,8377076762
Delma molleri,97565.63754,3263,R06933,lizard,1,97565399675
Delma nasuta,2963934.865,3264,R06934,lizard,1,2.96394E+12
Delma pax,506085.9484,3265,R06935,lizard,1,5.06089E+11
Delma petersoni,245693.391,3266,R06936,lizard,1,2.45665E+11
Delma plebeia,202122.5567,3267,R06937,lizard,1,2.02123E+11
Delma tealei,5799.691295,3268,R06938,lizard,1,5799847378
Delma tincta,5796139.469,3269,R06939,lizard,1,5.79615E+12
Delma torquata,90915.70377,3270,R06940,lizard,1,90916409875
Dendragama boulengeri,9706.418845,3285,R00182,lizard,1,9706418617
Dibamus alfredi,3062.220241,3351,R02415,lizard,1,3062271836
Dibamus bogadeki,6.320064,3352,R02416,lizard,1,6320063.739
Dibamus booliati,9.996281,3353,R02417,lizard,1,9996280.673
Dibamus bourreti,467368.5324,3354,R02418,lizard,1,4.67385E+11
Dibamus celebensis,6184.219761,3355,R02419,lizard,1,6184172606
Dibamus dalaiensis,19.992561,3356,R02420,lizard,1,19992561.35
Dibamus deharvengi,9.996281,3357,R02421,lizard,1,9996280.674
Dibamus dezwaani,3872.978221,3358,R02422,lizard,1,3872971389
Dibamus greeri,22471.53237,3359,R02423,lizard,1,22477896358
Dibamus ingeri,9.996281,3360,R02424,lizard,1,9996280.673
Dibamus kondaoensis,3.115349,3361,R02425,lizard,1,3115344.612
Dibamus leucurus,121337.3994,3362,R02426,lizard,1,1.21337E+11
Dibamus montanus,9569.50108,3363,R02427,lizard,1,9563790758
Dibamus nicobaricum,9.996281,3364,R02428,lizard,1,9996280.673
Dibamus seramensis,17400.25149,3366,R02430,lizard,1,17400252284
Dibamus smithi,6097.423848,3367,R02431,lizard,1,6097427480
Dibamus somsaki,1481.376542,3368,R02432,lizard,1,1481457898
Dibamus taylori,3579.270881,3369,R02433,lizard,1,3579754135
Dibamus tebal,1780.613968,3370,R02434,lizard,1,1780613963
Dibamus tiomanensis,5.839724,3371,R02435,lizard,1,5839725.377
Dibamus vorisi,9.996281,3372,R02436,lizard,1,9996280.673
Dicrodon guttulatum,151631.9171,3373,R08920,lizard,1,1.51632E+11
Dicrodon heterolepis,185796.0192,3374,R08921,lizard,1,1.85784E+11
Dicrodon holmbergi,96832.15152,3375,R08922,lizard,1,96826367029
Dierogekko inexpectatus,26.796783,3376,R02458,lizard,1,26796764.53
Dierogekko insularis,79.371282,3377,R02459,lizard,1,79370763.77
Dierogekko kaalaensis,43.042717,3378,R02460,lizard,1,43042916.13
Dierogekko koniambo,233.757428,3379,R02461,lizard,1,233756914.1
Dierogekko nehoueensis,147.574814,3380,R02462,lizard,1,147574647.7
Dierogekko poumensis,32.330277,3381,R02463,lizard,1,32330232.21
Dierogekko thomaswhitei,62.0864,3382,R02464,lizard,1,62086162.11
Dierogekko validiclavis,549.637264,3383,R02465,lizard,1,549639577.9
Dinarolacerta montenegrina,2500.891207,3385,R05339,lizard,1,2500907079
Dinarolacerta mosorensis,33276.24955,3386,R05340,lizard,1,33280719615
Diplodactylus barraganae,17299.06295,3387,R02466,lizard,1,17297833493
Diplodactylus bilybara,130802.0529,3388,R02467,lizard,1,1.30843E+11
Diplodactylus calcicolus,467897.4891,3389,R02468,lizard,1,4.67837E+11
Diplodactylus capensis,1323.770877,3390,R02469,lizard,1,1323864502
Diplodactylus conspicillatus,4951589.404,3391,R02470,lizard,1,4.95161E+12
Diplodactylus custos,80728.40261,3392,R02471,lizard,1,80728401454
Diplodactylus fulleri,17547.43186,3393,R02472,lizard,1,17547717840
Diplodactylus furcosus,543350.8073,3394,R02473,lizard,1,5.43357E+11
Diplodactylus galaxias,58200.66304,3395,R02474,lizard,1,58197900702
Diplodactylus galeatus,339875.6509,3396,R02475,lizard,1,3.39874E+11
Diplodactylus granariensis,1282807.285,3397,R02476,lizard,1,1.2828E+12
Diplodactylus hillii,32892.27955,3398,R02477,lizard,1,32892279559
Diplodactylus kenneallyi,10083.15118,3399,R02478,lizard,1,10083144660
Diplodactylus klugei,57238.12776,3400,R02479,lizard,1,57238046970
Diplodactylus laevis,349661.5943,3401,R02480,lizard,1,3.49546E+11
Diplodactylus lateroides,16315.67678,3402,R02481,lizard,1,16315918190
Diplodactylus mitchelli,142225.7749,3403,R02482,lizard,1,1.42227E+11
Diplodactylus nebulosus,7408.177405,3404,R02483,lizard,1,7407980738
Diplodactylus ornatus,125082.6818,3405,R02484,lizard,1,1.2508E+11
Diplodactylus platyurus,490.58547,3406,R02485,lizard,1,490585518.6
Diplodactylus polyophthalmus,56111.864,3407,R02486,lizard,1,56111979471
Diplodactylus pulcher,1302258.125,3408,R02487,lizard,1,1.30226E+12
Diplodactylus savagei,72103.60799,3409,R02488,lizard,1,72103980100
Diplodactylus tessellatus,2256665.337,3410,R02489,lizard,1,2.25666E+12
Diplodactylus vittatus,1585792.056,3411,R02490,lizard,1,1.58581E+12
Diplodactylus wiru,106396.3022,3412,R02491,lizard,1,1.06398E+11
Diploglossus atitlanensis,17058.86249,3413,R02602,lizard,1,17060701014
Diploglossus bilobatus,17870.91088,3414,R02603,lizard,1,17870933526
Diploglossus delasagra,22473.25359,3415,R02604,lizard,1,22473248848
Diploglossus fasciatus,442182.0471,3416,R02605,lizard,1,4.42204E+11
Diploglossus garridoi,9.996281,3417,R02606,lizard,1,9996280.673
Diploglossus ingridae,117.892739,3418,R02607,lizard,1,117892623.1
Diploglossus legnotus,844.568187,3419,R02608,lizard,1,844568172.6
Diploglossus lessonae,277400.9032,3420,R02609,lizard,1,2.77383E+11
Diploglossus millepunctatus,7.656224,3421,R02612,lizard,1,7656221.003
Diploglossus monotropis,276590.9573,3422,R02613,lizard,1,2.76593E+11
Diploglossus montisilvestris,3215.392122,3423,R02614,lizard,1,3215393103
Diploglossus montisserrati,8.731353,3424,R02615,lizard,1,8731354.763
Diploglossus nigropunctatus,1449.742909,3425,R02616,lizard,1,1449742871
Diploglossus pleii,6951.224206,3426,R02618,lizard,1,6951225093
Diplolaemus bibronii,300235.9048,3427,R05908,lizard,1,3.00236E+11
Diplolaemus darwinii,386476.2279,3428,R05909,lizard,1,3.86472E+11
Diplolaemus leopardinus,27976.1946,3429,R05910,lizard,1,27970139761
Diplolaemus sexcinctus,329385.0136,3430,R05911,lizard,1,3.29415E+11
Diporiphora adductus,39165.26933,3432,R00183,lizard,1,39166609853
Diporiphora albilabris,130936.6011,3433,R00184,lizard,1,1.30938E+11
Diporiphora ameliae,18756.74638,3434,R00185,lizard,1,18762095816
Diporiphora amphiboluroides,836225.4129,3435,R00186,lizard,1,8.36222E+11
Diporiphora arnhemica,342905.0877,3436,R00187,lizard,1,3.42917E+11
Diporiphora australis,679270.5067,3437,R00188,lizard,1,6.79276E+11
Diporiphora bennettii,261897.8393,3438,R00189,lizard,1,2.61899E+11
Diporiphora bilineata,889389.2127,3439,R00190,lizard,1,8.89394E+11
Diporiphora convergens,7554.887274,3440,R00191,lizard,1,7555080329
Diporiphora lalliae,1329005.328,3441,R00192,lizard,1,1.32901E+12
Diporiphora linga,153697.7808,3442,R00193,lizard,1,1.53698E+11
Diporiphora magna,507339.8118,3443,R00194,lizard,1,5.07342E+11
Diporiphora margaretae,13477.44812,3444,R00195,lizard,1,13466417877
Diporiphora nobbi,1000982.113,3445,R00196,lizard,1,1.00099E+12
Diporiphora paraconvergens,894081.8935,3446,R00197,lizard,1,8.94074E+11
Diporiphora phaeospinosa,31679.66961,3447,R00198,lizard,1,31680001175
Diporiphora pindan,41702.54327,3448,R00199,lizard,1,41702743087
Diporiphora reginae,232287.6865,3449,R00200,lizard,1,2.32287E+11
Diporiphora superba,100863.5329,3450,R00201,lizard,1,1.00864E+11
Diporiphora valens,59456.45667,3451,R00202,lizard,1,59456178661
Diporiphora vescus,29545.41538,3452,R00203,lizard,1,29546934460
Diporiphora winneckei,2445424.333,3453,R00204,lizard,1,2.44543E+12
Dipsosaurus dorsalis,455206.2656,3498,R05237,lizard,1,4.55123E+11
Dixonius aaronbaueri,19.992561,3502,R04191,lizard,1,19992561.35
Dixonius hangseesom,2637.319833,3503,R04192,lizard,1,2637324648
Dixonius melanostictus,3016.726328,3504,R04193,lizard,1,3016850777
Dixonius siamensis,678716.8039,3505,R04194,lizard,1,6.78717E+11
Dixonius vietnamensis,103524.1114,3506,R04195,lizard,1,1.03524E+11
Dopasia buettikoferi,4507.380226,3512,R00707,lizard,1,4507366401
Dopasia gracilis,1561865.452,3513,R00708,lizard,1,1.56182E+12
Dopasia hainanensis,12144.45406,3514,R00709,lizard,1,12143329021
Dopasia harti,1586097.214,3515,R00710,lizard,1,1.58612E+12
Dopasia ludovici,21700.81866,3516,R00711,lizard,1,21693396140
Dopasia sokolovi,9.996281,3517,R00712,lizard,1,9996280.673
Dopasia wegneri,565.1484,3518,R00713,lizard,1,565148440.4
Dracaena guianensis,3141327.157,3519,R08923,lizard,1,3.14141E+12
